id_coordenada_dibujo_ruta,id_dibujo_ruta_linea,latitud_dibujo_ruta,longitud_dibujo_ruta,posicion,id_dibujo_rutas,id_ruta,color_ruta,grosor_ruta,opacidad_ruta,id_cuenta_usuario_dibujo,nombre_cuenta_usuario_dibujo,id_cliente_dibujo_ruta,id_ruta,id_tipo_ruta,id_tipo_impresion_hoja_ruta,nombre_ruta,cantidad_punto_ruta,coincidencia_min,numero_ruta,ver_totales,ver_observaciones,ver_retraso_en_planilla,ver_velocidad_excedida,monto_velocidad_excedida,orden_pestania_planilla,visualizar_ruta,frecuencia_envio_hora,estado_ruta,reasignacion_grupal,id_cuenta_usuario_ruta,nombre_cuenta_usuario_ruta,id_cliente_ruta
2658,19,-17.37889928618534,-66.17936579360484,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2659,19,-17.378883927581327,-66.18018923177242,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2660,19,-17.37882249315237,-66.18120310678005,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2661,19,-17.378776417317113,-66.18175027741908,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2662,19,-17.378771297779153,-66.18191389216899,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2663,19,-17.378755939164392,-66.18215529098033,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2664,19,-17.378753379395132,-66.18228940143108,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2665,19,-17.378750819625857,-66.18239668979167,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2666,19,-17.37869450469248,-66.18320671691417,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
2667,19,-17.378674026530597,-66.18352053536891,NULL,19,171,#de1916,5,0.5,5,"C-Linea LL Rastreo",503,171,1,2,PUNATA,15,2,2,1,1,1,0,0,3,1,10,1,0,5,"C-Linea LL Rastreo",503
